,Sector,2015 PRICE VAR [%],Class,Revenue,Revenue Growth,Gross Margin,Operating Income,Net Income,Net Profit Margin,returnOnEquity,returnOnAssets,PE ratio,Price to Sales Ratio,EV to Sales,Debt to Equity,Current ratio,Operating Cash Flow,Free Cash Flow,EPS Diluted Growth,Net Income Growth
PLAY,Consumer Cyclical,59.43471732519632,1,635579000.0,0.0452,0.8033,51039000.0,2169000.0,0.0034,0.0144,0.0058,246.8571,1.4944,1.974,3.2282,0.879,109878000.0,4201000.0,-0.7692,-0.753
TSE,Consumer Cyclical,60.68375286850623,1,5127961000.0,-0.0338,0.0579999999999999,64735000.0,-67332000.0,-0.0131,-0.2098,-0.0516,0.0,0.166,0.3573,3.7468,2.3040000000000003,117221000.0,18615000.0,-1.5833,-2.0305
LYV,Consumer Cyclical,-6.077982270115273,0,6866964000.0,0.06,0.2835,-1092000.0,-90807000.0,-0.0132,-0.07,-0.0954,0.0,0.763,0.8593,1.5755,1.128,292166000.0,152579000.0,-1.1304,-1.1951
ELY,Consumer Cyclical,23.82903218299125,1,886945000.0,0.0524,0.4035,30748000.0,16008000.0,0.018,0.0549,0.062,36.6667,0.6735,0.7706,0.4247,2.086,36880000.0,26585000.0,1.6452,1.7194
H,Consumer Cyclical,-21.05439073435345,0,4415000000.0,0.0552,0.2224,573000000.0,344000000.0,0.0779,0.0743,0.0666,26.6416,2.0703,2.1192,0.3004,2.341,473000000.0,220000000.0,0.7364,0.6618
EXPR,Consumer Cyclical,18.275161483306288,1,2219125000.0,0.0287,0.3234,214259000.0,116539000.0,0.0525,0.2456,0.1765,12.2029,0.6371,0.5863,0.4197,1.95,195075000.0,89707000.0,-0.1438,-0.1632
VSTO,Consumer Cyclical,18.00105217680454,1,1873919000.0,0.5668,0.2494,233807000.0,133257000.0,0.0711,0.153,0.1939,18.0478,1.1123,1.545,1.1656,2.496,172310000.0,132250000.0,1.0693,1.0599
DDS,Consumer Cyclical,-45.89308317883216,0,6691777000.0,-0.0089,0.3688,560729000.0,323671000.0,0.0484,0.1625,0.1073,12.0042,0.5595,0.6469,0.4128,2.133,501757000.0,425129000.0,0.0335,-0.0366
CUK,Consumer Cyclical,28.54898074786657,1,15884000000.0,,0.34506421556283,1792000000.0,1236000000.0,0.077814152606396,,,,,,,,3430000000.0,847000000.0,,
KMX,Consumer Cyclical,-18.805475809298887,0,12574299000.0,0.147,0.1311,828156000.0,492586000.0,0.0392,0.1485,0.144,22.0136,0.8597,1.3923,2.2862,3.019,-613163000.0,-923480000.0,0.1551,0.1342
PLCE,Consumer Cyclical,-2.2010211181148445,0,1765789000.0,-0.0241,0.3712,76283000.0,53026000.0,0.03,0.086,0.0791,21.6298,0.6411,0.5072,0.0,2.319,173470000.0,100864000.0,-0.1111,-0.1616
SCHL,Consumer Cyclical,8.961764009393884,1,1561500000.0,0.0075,0.5357,10400000.0,44400000.0,0.0284,0.0485,0.0635,22.9568,0.6579999999999999,0.7315,0.1484,1.543,156800000.0,-159500000.0,0.4316,0.4277
SEAS,Consumer Cyclical,14.701066674625508,1,1377812000.0,-0.0565,0.3927,160597000.0,49919000.0,0.0362,0.0861,0.03,31.4035,1.1692,2.2866,2.7323,0.643,261532000.0,106891000.0,-0.0339,-0.0385
WPRT,Consumer Cyclical,-47.51958144901728,0,130569000.0,-0.204,0.2261,-162118000.0,-147978000.0,-1.1333,-0.8808,-0.9277,0.0,1.7969,,0.4565,2.18,-106758000.0,-117007000.0,0.2733,0.2019
BOOT,Consumer Cyclical,-31.49387070239228,0,345868000.0,0.4831,0.3273,20536000.0,5377000.0,0.0155,0.0668,0.1081,37.1277,1.2163,1.4119,1.5918,1.327,12780000.0,1404000.0,8.3333,7.3235
RL,Consumer Cyclical,-38.10804546183471,0,7450000000.0,0.0727,0.5785,1114000000.0,776000000.0,0.1042,0.1924,0.2108,18.8222,1.9352,1.8027,0.0739,3.432,907000000.0,517000000.0,0.0538,0.0347
ALSN,Consumer Cyclical,-21.968388729997496,0,2127400000.0,0.1041,0.4587,512100000.0,228600000.0,0.1075,0.1635,0.2833,26.6929,2.8289,3.8763,1.7822,1.845,573300000.0,509500000.0,0.4205,0.3821
GPC,Consumer Cyclical,-17.10218495745256,0,15341647000.0,0.0898,0.2994,1124226000.0,711286000.0,0.0464,0.2155,0.2656,22.9677,1.0618,1.1027,0.2319,1.56,790145000.0,691330000.0,0.0477,0.0384
AMC,Consumer Cyclical,-3.695484583817537,0,2695390000.0,-0.0197,0.1709,175072000.0,64080000.0,0.0238,0.0424,0.0633,39.6667,0.9459,1.5699,1.2562,0.631,297302000.0,26568000.0,-0.8613,-0.8241
GCI,Consumer Cyclical,-8.883295466526137,0,3171878000.0,-0.046,0.3702,262331000.0,210705000.0,0.0664,0.2248,0.1995,17.7596,1.3596,1.3359,0.0,1.297,346138000.0,273831000.0,-0.2343,-0.2323
ORLY,Consumer Cyclical,31.91400622758113,1,7216081000.0,0.0852,0.514,1270374000.0,778182000.0,0.1078,0.3855,0.2674,25.8204,2.7079,2.8656,0.6879,1.09,1190430000.0,763323000.0,0.2172,0.161
HOG,Consumer Cyclical,-29.42722786935656,0,6228508000.0,0.0557,0.3918,1280983000.0,844611000.0,0.1356,0.2903,0.3459,16.9,2.2674,2.9806,1.8921,1.652,1146677000.0,914358000.0,0.1829,0.1507
TUP,Consumer Cyclical,-6.609529094280517,0,2606100000.0,-0.0245,0.6608,341700000.0,214400000.0,0.0823,1.1539,1.157,14.8645,1.2296,1.5199,4.486000000000001,0.858,284100000.0,221800000.0,-0.1876,-0.2181
TXRH,Consumer Cyclical,8.785451394780196,1,1582148000.0,0.1122,0.2045,130449000.0,87022000.0,0.055,0.1432,0.1497,27.024,1.4816,1.4593,0.0836,0.684,191713000.0,67473000.0,0.0885,0.0821
LZB,Consumer Cyclical,-6.728767578771386,0,1357318000.0,0.0655,0.3422,89296000.0,55056000.0,0.0406,0.1055,0.114,23.3269,0.9355,0.8217,0.0149,3.123,90832000.0,57102000.0,0.2,0.1868
CVGI,Consumer Cyclical,-58.74439511425096,0,839743000.0,0.1231,0.1282,33693000.0,7630000.0,0.0091,0.1298,0.0287,25.6154,0.2355,0.4497,4.2516,2.792,9519000.0,-3496000.0,1.5909,1.6131
MUSA,Consumer Cyclical,-10.46579457944085,0,16986014000.0,-0.0465,0.0333,365388000.0,243863000.0,0.0144,0.284,0.1598,13.017,0.1854,0.1949,0.5686,1.672,305582000.0,170243000.0,0.0478,0.0376
CNK,Consumer Cyclical,-1.6560885091390507,0,2626990000.0,-0.0208,0.3755,363070000.0,192610000.0,0.0733,0.1731,0.1084,21.4337,1.567,2.089,1.8063,1.788,454634000.0,212474000.0,0.2969,0.2973
MTN,Consumer Cyclical,44.792423576536265,1,1254646000.0,0.1194,0.2076,118663000.0,28478000.0,0.0227,0.0347,0.0259,95.5696,2.1772,2.6308,0.7634,0.848,245878000.0,127573000.0,-0.2524,-0.2455
LEE,Consumer Cyclical,-53.8461566172911,0,660877000.0,-0.0249,1.0,104902000.0,6795000.0,0.0103,-0.0381,0.0504,25.3846,0.2682,1.4606,-4.5147,0.81,82075000.0,68414000.0,1.0861,1.0868
BJRI,Consumer Cyclical,-13.216216494221957,0,845569000.0,0.0909,0.7481,35426000.0,27397000.0,0.0324,0.0786,0.0531,50.8081,1.5516,1.5839,0.1663,0.76,100040000.0,11916000.0,0.3288,0.3033
EVRI,Consumer Cyclical,-37.46438919639149,0,593053000.0,0.0182,0.258,33782000.0,12140000.0,0.0205,0.0524,0.1023,39.7222,0.7903,2.6446,5.1357,1.054,24531000.0,6510000.0,-0.5,-0.5024
PII,Consumer Cyclical,-41.315118230239136,0,4479648000.0,0.186,0.2945,714690000.0,454029000.0,0.1014,0.5272,0.5667,22.0466,2.2417,2.2614,0.2626,1.289,529270000.0,324191000.0,0.2069,0.2034
TLRD,Consumer Cyclical,-65.78801945863033,0,2473233000.0,-0.006,0.4403,129628000.0,83791000.0,0.0339,0.083,0.0944,25.9123,0.8504,0.8658,0.0966,2.431,188930000.0,84857000.0,-0.3333,-0.3639
SCI,Consumer Cyclical,17.402418097789162,1,2994011000.0,0.1739,0.2257,607549000.0,172469000.0,0.0576,0.126,0.0501,27.6829,1.5743,2.5354,2.2318,0.7190000000000001,317355000.0,172856000.0,0.1912,0.1706
BERY,Consumer Cyclical,13.98865962846603,1,4958000000.0,0.0669,0.1549,323000000.0,62000000.0,0.0125,-0.5299,0.0306,46.8679,0.5887,1.3497,-33.3504,1.867,530000000.0,315000000.0,0.0625,0.0877
CCK,Consumer Cyclical,0.0592117526708904,1,9097000000.0,0.0509,0.1519,815000000.0,390000000.0,0.0429,3.2773,0.1245,17.9225,0.7773,1.2422,43.6471,1.238,912000000.0,600000000.0,0.2261,0.2037
CPS,Consumer Cyclical,33.75279879828813,1,3243987000.0,0.0496,0.157,164508000.0,42779000.0,0.0132,0.0779,0.0344,22.6094,0.3055,0.4632,1.4186,1.996,171049000.0,-16683000.0,0.067,0.2204
HIBB,Consumer Cyclical,-36.31002514181185,0,851965000.0,0.0406,0.363,113891000.0,70877000.0,0.0832,0.2331,0.2227,21.1934,1.7595,1.6822,0.0011,3.54,53301000.0,3015000.0,-0.0074,-0.0235
LGIH,Consumer Cyclical,65.8486693740529,1,383268000.0,1.3543,0.2682,42371000.0,28211000.0,0.0736,0.1546,,10.8905,0.8083,1.2351,1.1841,,-173214000.0,-174409000.0,2.9003,0.2635
CMG,Consumer Cyclical,-29.26739551373624,0,4108269000.0,0.278,0.2721,710800000.0,445374000.0,0.1084,0.2213,0.2588,47.701,5.1673,4.9827,0.0,3.498,682067000.0,429477000.0,0.3496,0.3602
DNKN,Consumer Cyclical,1.9466270361581783,1,748709000.0,0.0488,0.7874,324012000.0,176357000.0,0.2355,0.4793,0.8018,25.6886,5.9925,8.1288,4.9124,1.107,199323000.0,175685000.0,0.2132,0.2005
FRAN,Consumer Cyclical,4.18910518527154,1,340325000.0,0.1483,0.5173,74270000.0,44839000.0,0.1318,0.5744,0.3544,17.6019,2.2381,2.2014,0.3202,4.115,49278000.0,24645000.0,-0.0286,-0.0472
QUOT,Consumer Cyclical,-60.46376712080362,0,221761000.0,0.3209,0.6114,-26265000.0,-23444000.0,-0.1057,-0.0847,-0.1018,0.0,6.3988,5.5259,0.0271,4.98,11458000.0,1878000.0,0.386,-1.0841
PKG,Consumer Cyclical,-16.810134099898043,0,5852600000.0,0.5968,0.2101,702700000.0,392600000.0,0.0671,0.2581,0.1047,19.5614,1.3119999999999998,1.6972,1.5639,2.46,736100000.0,315900000.0,-0.1173,-0.1104
DENN,Consumer Cyclical,-2.5768109509408768,0,472295000.0,0.021,0.2937,57331000.0,32725000.0,0.0693,20.6728,0.3831,27.1316,1.8496,2.1793,100.3241,0.6970000000000001,74574000.0,52562000.0,0.4231,0.3318
MDCA,Consumer Cyclical,-0.5649226648170264,0,1223512000.0,0.1516,0.3474,87749000.0,-21411000.0,-0.0175,0.0485,0.1024,0.0,0.9367,1.4462,-1.6842,0.672,165358000.0,138942000.0,0.8639,0.8562
WLH,Consumer Cyclical,-17.78774164976631,0,894753000.0,0.5628,0.2085,75473000.0,44625000.0,0.0499,0.0783,,14.3759,0.7078,1.1307,1.6237,,-159807000.0,-161885000.0,-0.7293,-0.6503
CETV,Consumer Cyclical,-15.408805007869685,0,680793000.0,0.0753,0.2817,38280000.0,-227428000.0,-0.3341,-0.8128,-5.8802,0.0,0.6381,1.8717,3.1241,0.8320000000000001,-66650000.0,-95198000.0,0.2687,0.1809
PZZA,Consumer Cyclical,-1.0239622607026022,0,1598149000.0,0.1106,0.2316,117630000.0,73315000.0,0.0459,0.8502,0.2815,31.309,1.4003,1.5281,2.6724,1.384,122632000.0,73977000.0,0.129,0.0638
BGI,Consumer Cyclical,-80.92783536828911,0,281165000.0,-0.0396,0.4078,3729000.0,-5801000.0,-0.0206,-0.4259,-0.0903,0.0,0.057,,9.4473,1.27,-19117000.0,-25712000.0,-4.1818,-4.8341
POOL,Consumer Cyclical,29.854856774036808,1,2246562000.0,0.0802,0.2864,188870000.0,110692000.0,0.0493,0.4529999999999999,0.2755,25.376,1.2263,1.3625,1.3130000000000002,2.1830000000000003,121815000.0,104487000.0,0.1902,0.1373
COLM,Consumer Cyclical,11.204579074716303,1,2100590000.0,0.2466,0.4546,198844000.0,137173000.0,0.0653,0.1021,0.1158,22.6091,1.4776,1.2752,0.0117,3.393,185783000.0,125571000.0,0.4265,0.4539999999999999
CBD,Consumer Cyclical,-69.29738230834316,0,24561396920.7661,0.002,0.2568,1396169733.3834,594817874.5775,0.0242,0.1116,0.1615,22.8573,0.1492,,0.6923,0.3763,1873826511.4532,1378144949.3053,0.0257,0.0177
LOCO,Consumer Cyclical,-37.66041474947221,0,344861000.0,0.0957,0.2699,46626000.0,42463000.0,0.1231,0.2018,0.4488,15.1288,2.1396,2.5868,0.7882,1.393,26085000.0,-751000.0,3.1017,3.5166
RUSHA,Consumer Cyclical,-30.74976849744429,0,4727356000.0,0.3967,0.1599,141741000.0,79957000.0,0.0169,0.1046,0.0743,15.9453,0.2705,0.5434,1.9383,1.12,88937000.0,-171634000.0,0.6066,0.6246
WMS,Consumer Cyclical,5.557944829648691,1,1067780000.0,0.0498,0.1803,48327000.0,4381000.0,0.0041,-0.0101,0.0074,0.0,0.7733,1.2685,-1.1558,2.299,72410000.0,31477000.0,-1.7778,-1.7581
MCFT,Consumer Cyclical,-13.944719625925233,0,177587000.0,0.0962,0.2118,18594000.0,19927000.0,0.1122,-5.2619,4.003,31.84,1.278,1.64,-17.4228,0.8109999999999999,21914000.0,18510000.0,6.12,6.0763
ERI,Consumer Cyclical,172.27723029370102,1,361823000.0,0.4638,0.4026,14850000.0,-14425000.0,-0.0399,-0.0952,-0.0289999999999999,0.0,0.5199,2.3972,5.1155,1.279,31606000.0,21844000.0,-1.5926,-1.7633
OSTK,Consumer Cyclical,-47.87775886530565,0,1497103000.0,0.1479,0.1864,11923000.0,8854000.0,0.0059,0.0685,0.1315,65.5946,0.3895,0.2678,0.0,1.063,80834000.0,39488000.0,-0.8963,-0.8951
FOXF,Consumer Cyclical,3.3771164681485297,1,306734000.0,0.1246,0.3078,34317000.0,27686000.0,0.0903,0.2149,0.4083,21.64,1.9608,2.1101,0.3882,1.79,32905000.0,28415000.0,0.0735,0.1487
LEG,Consumer Cyclical,2.491738500502662,1,3782300000.0,0.0877,0.209,326400000.0,98000000.0,0.0259,0.0855,0.0994,61.7536,1.5504,1.7185,0.8447,1.4409999999999998,381900000.0,287800000.0,-0.4925,-0.5033
BC,Consumer Cyclical,0.1730281242756969,1,3838700000.0,0.0664,0.2701,328500000.0,245700000.0,0.064,0.2097,0.1608,19.4905,1.2413,1.1892,0.3857,2.186,248200000.0,129200000.0,-0.6854,-0.6806
MBUU,Consumer Cyclical,-13.15649597903596,0,190935000.0,0.1432,0.266,-455000.0,-4676000.0,-0.0245,-0.2427,-2.0225,0.0,1.1638,1.1,0.0,0.799,23765000.0,17859000.0,-1.7925,0.0
CALI,Consumer Cyclical,11.904760102656224,1,402000000.0,,0.0099502487562189,-3000000.0,-27000000.0,-0.067164179104478,,,,,,,,-54000000.0,-54000000.0,,
ZUMZ,Consumer Cyclical,-60.42920636524335,0,724337000.0,0.0821,0.3614,72842000.0,45948000.0,0.0634,0.1369,0.1553,13.6429,0.8784,0.7223,0.0121,3.745,66894000.0,30925000.0,0.1259,0.0897
SSP,Consumer Cyclical,5.054990352142734,1,498752000.0,0.1536,0.7691,54841000.0,10529000.0,0.0211,0.0203,0.031,110.1744,2.2515,2.3139,0.3789,2.347,102055000.0,91611000.0,19.0,23.2131
DLTH,Consumer Cyclical,6.886450991409106,1,163089000.0,,0.5641,16215000.0,15516000.0,0.0951,0.5132,0.4423,13.7879,1.5594,1.6882,0.1688,2.1180000000000003,16370000.0,12418000.0,,
GDEN,Consumer Cyclical,54.53171688403984,1,55172000.0,0.4223,0.4215,-26349000.0,-24845000.0,-0.4503,-0.2309,-0.2217,0.0,1.6454,0.345,0.0958,15.325,1285000.0,-2973000.0,-2.3286,-2.3321
PVH,Consumer Cyclical,-41.61809545457393,0,8186400000.0,0.3547,0.5154,545800000.0,143500000.0,0.0175,0.0331,0.0665,65.8701,1.1625,1.5749,0.9158,1.932,411900000.0,174800000.0,-0.7036,-0.6692
ASNA,Consumer Cyclical,-19.129722880102623,0,4790600000.0,0.0161,0.5553,210800000.0,133400000.0,0.0278,0.0768,0.0951,19.3253,0.5413,0.5963,0.242,1.462,374700000.0,-102800000.0,-0.129,-0.1183
VRA,Consumer Cyclical,-20.60453437777244,0,530896000.0,-0.0089,0.5504,90981000.0,58812000.0,0.1108,0.2305,0.2112,16.4483,1.8242,1.7127,0.0,4.5280000000000005,87864000.0,65002000.0,-0.1471,-0.146
BFAM,Consumer Cyclical,47.16898865390181,1,1352999000.0,0.1101,0.2318,146920000.0,71755000.0,0.053,0.0956,0.2094,43.1284,2.2886,2.9045,1.2267,0.799,174297000.0,108488000.0,4.35,4.6845
TEN,Consumer Cyclical,-18.32413079484635,0,8381000000.0,0.0524,0.1661,496000000.0,225000000.0,0.0268,0.4527,0.122,15.3,0.4125,0.5115,2.2435,1.349,341000000.0,0.0,0.2256,0.2295
SUP,Consumer Cyclical,-1.3414746678347205,0,745447000.0,-0.0559,0.0674,17913000.0,8803000.0,0.0118,0.0201,0.0192,60.5152,0.7134,0.6246,0.0,3.836,11627000.0,-99056000.0,-0.6024,-0.6143
LL,Consumer Cyclical,-72.78143470898488,0,1047419000.0,0.0472,0.3992,103583000.0,63371000.0,0.0605,0.1908,0.1875,28.5819,1.7132,1.6938,0.0,2.477,57087000.0,-14051000.0,-0.1661,-0.1812
LEA,Consumer Cyclical,26.58561907048552,1,17727300000.0,0.092,0.0842,929200000.0,672400000.0,0.0379,0.2273,0.2363,11.6901,0.4385,0.4724,0.5727,1.3090000000000002,927800000.0,503100000.0,0.6493,0.5586
TAST,Consumer Cyclical,54.47368313731248,1,692755000.0,0.0441,0.1457,-7504000.0,-38117000.0,-0.055,-0.3578,-0.2299,0.0,0.392,0.5876,1.471,0.754,14707000.0,-37303000.0,-1.0847,-1.8195
MOD,Consumer Cyclical,-31.749622665745505,0,1477600000.0,0.0738,0.1612,37200000.0,130400000.0,0.0883,0.307,0.2602,5.3273,0.4717,0.524,0.387,1.396,104500000.0,47200000.0,6.2308,6.3884
WBC,Consumer Cyclical,-3.1903769807950595,0,2851000000.0,0.048,0.3058,331000000.0,291500000.0,0.1022,0.3464,0.2494,21.5154,2.1641,2.1117,0.3745,2.781,314400000.0,178500000.0,-0.5335,-0.5537
SAH,Consumer Cyclical,-14.469311508045898,0,9197099000.0,0.04,0.1485,233613000.0,97217000.0,0.0106,0.1458,0.1055,14.5376,0.1505,0.3698,3.0317,1.074,161050000.0,28740000.0,0.2026,0.1911
HZO,Consumer Cyclical,-6.639632520710635,0,624692000.0,0.0688,0.259,15387000.0,11272000.0,0.018,0.0471,0.0494,35.8511,0.6704,0.825,0.52,1.775,10809000.0,3227000.0,-0.2698,-0.2497
SLGN,Consumer Cyclical,0.8004177684409194,1,3911790000.0,0.0548,0.1533,360853000.0,182391000.0,0.0466,0.2569,0.1189,18.6111,0.866,1.2141,2.2312,1.709,348244000.0,207815000.0,-0.0035,-0.0163
HMC,Consumer Cyclical,10.401696226977482,1,121555256405.272,0.1592,0.2331,8007697989.9693,6071915944.1701,0.05,0.0986,0.0072,10.4898,0.0051,,0.9468,0.0114,4365187978.6945,-2427364799.1913,0.5579,0.5579
GPI,Consumer Cyclical,-14.081826036575457,0,9937889000.0,0.1143,0.1457,302110000.0,93004000.0,0.0094,0.0951,0.0875,23.4607,0.2192,0.4636,2.5258,1.0590000000000002,198288000.0,192493000.0,-0.1667,-0.1841
HOV,Consumer Cyclical,-57.10900473933649,0,2063380000.0,0.1146,0.1885,129432000.0,307144000.0,0.1489,-2.6074,,1.8341,0.2658,0.7842,-16.0207,,-190585000.0,-193493000.0,7.5,8.8145
AMCX,Consumer Cyclical,16.870107232988214,1,2175641000.0,0.3667,0.5479,546353000.0,260797000.0,0.1199,-0.7015,0.3567,17.616,2.1136,3.3095,-7.5403,1.816,375762000.0,336023000.0,-0.105,-0.103
TPX,Consumer Cyclical,30.82064293725737,1,2989800000.0,0.2132,0.3848,281700000.0,108900000.0,0.0364,0.5372,0.2019,30.676,1.1187,1.6211,7.7193,1.342,225200000.0,177700000.0,0.3672,0.3855
PLYA,Consumer Cyclical,-3.3203140643309217,0,367237000.0,,0.3632,-15265000.0,-38216000.0,-0.1041,,,0.0,2.0156,3.3679,,,3715000.0,-122326000.0,,
HVT,Consumer Cyclical,-1.1237363588846057,0,768409000.0,0.0299,0.5366,26308000.0,8589000.0,0.0112,0.0294,0.0254,57.9211,0.6498,0.6086,0.168,2.185,55454000.0,24572000.0,-0.7376,-0.7338
DIN,Consumer Cyclical,-14.389148970562346,0,654988000.0,0.0227,0.5727,213092000.0,36453000.0,0.0557,0.1306,0.1175,53.9792,2.9993,4.947,5.1312,1.22,118524000.0,113268000.0,-0.4865,-0.494
SON,Consumer Cyclical,-2.1805059734983643,0,5016994000.0,0.032,0.181,378098000.0,225916000.0,0.045,0.1518,0.1403,19.7738,0.882,1.0997,0.8421,1.506,417915000.0,240839000.0,0.0788,0.0767
NLS,Consumer Cyclical,11.690040181094911,1,274447000.0,0.2543,0.5122,30154000.0,18795000.0,0.0685,0.1692,0.2027,25.3,1.7317,1.4686,0.0,2.392,34372000.0,31191000.0,-0.6118,-0.6081
GIL,Consumer Cyclical,2.936219849110762,1,2359994000.0,0.0804,0.2791,369421000.0,320178000.0,0.1466,0.1862,0.2377,18.4305,2.8086,,0.0,3.389,264100000.0,264513000.0,0.1188,0.123
NEWM,Consumer Cyclical,-8.880620279075927,0,652323000.0,0.9868,0.4352,26240000.0,-3205000.0,-0.0049,-0.0066,-0.0075,0.0,1.3549,1.4908,0.4519,2.523,41446000.0,36434000.0,0.8039,-1.1196
TCS,Consumer Cyclical,-57.68833764520775,0,748538000.0,0.0591,0.5875,48103000.0,8166000.0,0.0109,0.0414,0.0428,0.0,2.2651,2.7103,1.7815,1.217,50605000.0,-3059000.0,0.1712,0.1718
GEF,Consumer Cyclical,-31.88970175323015,0,4239100000.0,0.0045,0.1913,249300000.0,91500000.0,0.0216,0.0801,0.0573,28.2436,0.4962,0.7481,1.0096,1.338,261800000.0,116700000.0,-0.3684,-0.3677
MPAA,Consumer Cyclical,10.238021810192633,1,258669000.0,0.2135,0.3153,32104000.0,107359000.0,0.415,0.9792,3.2433,3.6199,1.5352,1.8141,0.8873,1.214,13517000.0,10539000.0,2.1022,2.1732
MTH,Consumer Cyclical,-4.709830604760555,0,2190633000.0,0.1945,0.214,207455000.0,142241000.0,0.0649,0.1282,,9.8603,0.6428,0.8635,0.8429,,-211248000.0,-231774000.0,0.0646,0.1428
CONN,Consumer Cyclical,24.906855613614024,1,1193769000.0,0.38,0.4721,161852000.0,93449000.0,0.0783,0.1586,0.1347,23.2605,1.8305,2.2748,0.9097,5.706,-210262000.0,-262345000.0,0.6282,0.7762
TOUR,Consumer Cyclical,29.1835059828223,1,570703745.5602,0.7756,0.064,-76367452.3733,-72305134.0006,-0.1267,-0.3179,-0.0535,0.0,0.6397,,0.0,0.3397,-43768485.6313,-51932515.3374,0.1982,-2.264
CHH,Consumer Cyclical,-7.788977163270188,0,757970000.0,0.046,0.4556,214568000.0,123160000.0,0.1625,-0.2872,0.6078,26.5498,4.3001,5.0524,-1.8309,1.626,187612000.0,166030000.0,0.0881,0.0831
MDP,Consumer Cyclical,-13.217770391442508,0,1468708000.0,-0.0018,0.6139,186515000.0,113541000.0,0.0773,0.1273,0.5282,19.0394,1.4681,1.93,0.8019,1.021,178090000.0,153268000.0,-0.0876,-0.0818
WWE,Consumer Cyclical,52.5618457917663,1,542620000.0,0.0682,0.3041,-42157000.0,-30072000.0,-0.0554,-0.1461,-0.1427,0.0,1.7165,1.5516,0.1259,1.961,54687000.0,48890000.0,-11.0,-11.8799
MINI,Consumer Cyclical,-21.479295744363245,0,445474000.0,0.0959,0.9507,99149000.0,44386000.0,0.0996,0.0519,,42.1979,4.1930000000000005,5.365,1.0888,,120625000.0,104819000.0,0.8269,0.8554
MMYT,Consumer Cyclical,-36.865343433626094,0,255375000.0,0.1159999999999999,0.4166,-16633000.0,-20905000.0,-0.0819,-0.1294,-0.4565,0.0,3.9873,,0.002,1.388,-3957000.0,-5875000.0,0.2568,0.2423
BKNG,Consumer Cyclical,11.635981100832472,1,8441971000.0,0.2427,0.8984,3073312000.0,2421753000.0,0.2869,0.2827,0.6156,24.6266,7.0714,7.0205,0.4507,3.709,2914397000.0,2782893000.0,0.2647,0.2795
VSI,Consumer Cyclical,-30.705654345089048,0,1213046000.0,0.1155,0.3333,102656000.0,61241000.0,0.0505,0.111,0.2302,23.4828,1.2134,1.2099,0.0145,2.0340000000000003,100147000.0,57190000.0,-0.0826,-0.0797
LCII,Consumer Cyclical,25.74557807182105,1,1190782000.0,0.1725,0.2141,95487000.0,62266000.0,0.0523,0.1577,0.2518,19.6423,1.0142,1.0274,0.0396,1.937,107020000.0,68149000.0,0.2133,0.2424
RRGB,Consumer Cyclical,-19.18848109243341,0,1146102000.0,0.1267,0.2256,44684000.0,32561000.0,0.0284,0.0905,0.0753,34.2314,0.9587,1.0677,0.4095,0.611,123581000.0,15878000.0,0.0135,0.01
HUD,Consumer Cyclical,13.352431417358446,1,1118700000.0,,0.6205,54500000.0,29600000.0,0.0265,,,218.04,2.9888,,,,145600000.0,87300000.0,,
SCVL,Consumer Cyclical,-6.878248339583546,0,884785000.0,0.0348,0.2931,43667000.0,26871000.0,0.0304,0.0848,0.0757,18.1805,0.56,0.5055,0.0,4.41,38620000.0,7654000.0,-0.0769,-0.0841
FUN,Consumer Cyclical,24.70681888911134,1,1159605000.0,0.0221,0.4901,278332000.0,104215000.0,0.0899,1.0831,0.042,25.4415,2.3042,3.5348,16.2014,1.028,337103000.0,170384000.0,-0.0412,-0.0369
DORM,Consumer Cyclical,-1.1659329019911084,0,751476000.0,0.1309,0.3822,140734000.0,89987000.0,0.1197,0.1948,0.2133,19.668,2.3336,2.2702,0.0,4.738,59640000.0,29778000.0,0.1116,0.0985
AIN,Consumer Cyclical,-2.4237728880987506,0,745345000.0,-0.0159,0.3913,71360000.0,41569000.0,0.0558,0.0815,0.0619,29.0,1.6259,1.7507,0.535,2.509,84196000.0,25972000.0,1.3636,1.3731
AZO,Consumer Cyclical,20.28567252622264,1,9475313000.0,0.0358,0.5208,1830223000.0,1069744000.0,0.1129,-0.6596,0.4552,16.6841,1.8461,2.2892,-2.6655,0.7879999999999999,1341234000.0,907318000.0,0.136,0.0524
TM,Consumer Cyclical,0.6864217035643607,1,249717264103.2619,0.0661,0.1904,22278605030.9086,17720141129.8161,0.071,0.126,0.0159,10.0952,0.0139,,1.1284,0.0104,35438309163.7184,17017942537.2264,0.7328,0.7349
LAD,Consumer Cyclical,23.130030164126325,1,5390326000.0,0.3456,0.1527,231899000.0,138720000.0,0.0257,0.2061,0.1402,16.3258,0.4222,0.7542,2.7034,1.12,30967000.0,-55016000.0,0.2988,0.3087
FLWS,Consumer Cyclical,-7.496819368871173,0,756345000.0,0.0283,0.4174,23706000.0,15372000.0,0.0203,0.0839,0.1979,24.1667,0.4914,0.485,0.0019,1.236,42539000.0,19554000.0,0.2105,0.2476
MSG,Consumer Cyclical,-10.111109415690104,0,913615000.0,0.2637,0.2176,-114028000.0,-116933000.0,-0.128,-0.0982,-0.1392,0.0,1.7072,1.6572,0.0,0.288,137063000.0,-167803000.0,,-1.0066
